col0,col1,col2,col3,col4,col5,col6,col7,col8,is_centroid
11.36713,43.89703,45.39161,17.59257,16.91764,12.30477,33.02406,34.51855,7.66637,0
32.78654,12.54091,44.43452,38.96431,35.50261,49.95141,13.71872,45.40901,15.71072,0
34.82240,21.97888,16.15915,49.47275,39.20277,46.25129,46.46863,9.95072,3.20864,0
10.95456,25.83250,23.92023,34.65463,48.85891,34.58095,40.12266,14.46301,27.89796,0
33.38842,45.49561,45.91744,33.05101,21.67230,29.71432,2.90176,7.72341,19.02792,0
8.55471,26.34712,42.45411,33.35029,49.44632,6.15619,35.63201,30.16503,10.98516,0
28.60570,17.55472,30.54806,29.20473,0.62092,45.51410,7.30953,43.88554,16.79382,0
10.96955,46.34224,11.40868,43.62364,37.01093,1.29358,15.15687,18.00086,48.47971,0
17.07035,11.98248,32.92739,2.05960,33.62811,48.02440,2.80284,43.84759,44.45251,0
8.80802,13.14689,12.22299,47.38415,31.47820,29.16618,12.94441,5.94377,11.96343,0
3.49296,2.62042,31.24974,15.48641,46.84312,34.37938,21.70717,41.06933,39.44717,0
24.48274,35.43524,24.84579,24.86398,20.16998,20.03786,25.68005,21.15882,13.07017,0
7.01641,9.44193,14.04090,21.23407,35.09296,46.34701,11.87303,35.24167,34.87640,0
33.76627,40.26249,45.37530,49.34627,4.47080,17.89480,45.74906,22.67638,0.49957,0
43.88900,8.46339,46.56921,7.43823,35.14530,11.08068,23.94432,27.98515,16.35864,0
23.85941,7.78369,47.75519,12.69269,22.98763,4.41588,26.00126,7.73983,35.34790,0
45.08317,7.31358,35.90026,17.20936,43.67515,23.35797,48.09747,18.19468,33.59855,0
24.06700,35.47646,38.42075,2.38650,18.40131,15.65742,18.10499,16.19576,30.25581,0
34.68544,7.29365,32.42628,10.31606,43.47550,38.62711,46.99185,10.36133,16.61185,0
39.67242,47.32220,8.23964,13.14596,32.48620,27.01565,1.93011,34.26502,38.75248,0
3.96717,8.56293,46.78296,3.50659,10.30907,6.88456,13.66044,9.18414,42.38023,0
24.86360,33.03295,9.66866,13.33808,16.81947,29.77213,33.82232,3.60639,2.86199,0
38.89612,41.03558,26.12904,45.39283,1.74909,47.90814,38.54945,44.39027,41.63209,0
11.81700,46.86209,30.01681,35.73179,6.74470,6.86973,25.55654,39.41283,35.18943,0
37.74948,47.30122,25.34886,12.18633,48.34398,48.31343,18.63518,18.26518,0.34591,0
34.22902,24.24394,45.79758,24.24309,8.79756,20.40945,38.88127,36.41280,44.36338,0
49.53109,31.52886,35.55908,18.35591,35.79326,28.74231,12.08015,31.71946,26.97663,0
33.28756,31.48720,34.66855,5.79284,23.00833,21.37997,46.14443,37.62141,1.23647,0
41.99538,41.83829,4.12505,49.21447,10.32196,48.17533,33.80399,17.47973,16.43385,0
34.46665,7.73035,28.24005,34.73278,20.50571,3.35389,42.07818,8.58335,42.86893,0
40.27811,37.72662,29.96447,48.05159,23.55610,26.85710,6.27165,32.66727,44.09893,0
41.80983,4.18725,17.82625,32.06730,18.49110,27.55242,24.36949,32.86962,24.83010,0
47.09872,24.80044,30.45904,9.55484,39.63296,35.79480,17.68476,8.34665,24.08285,0
14.31542,8.26839,39.11030,0.60856,19.58471,43.15586,10.62300,37.49752,38.91054,0
44.48957,45.62455,2.37885,35.95231,46.87026,17.54829,1.83640,36.94681,41.69000,0
21.05416,20.12288,39.02568,34.11251,25.00608,36.76291,30.42943,10.73533,23.86093,0
37.95306,13.75375,7.25016,4.41098,1.46229,27.63104,28.65992,25.97775,32.53406,0
25.06222,29.73122,48.43689,27.79546,40.85625,29.48882,4.05075,7.67395,46.96800,0
9.06412,41.46976,17.44654,42.00897,39.18702,31.48401,26.63781,36.60929,19.61208,0
3.84728,19.46026,1.39871,17.66477,4.47085,31.81940,40.56959,49.42194,43.69607,0
22.33692,11.88773,39.07673,25.78587,6.58929,36.46538,11.04491,21.98808,4.35315,0
45.80888,41.57585,12.55213,49.90494,5.99415,34.67774,3.48047,11.06642,45.23287,0
46.53202,34.31381,8.65299,16.49204,38.98674,22.45638,35.98141,34.98806,49.46715,0
29.56433,39.23777,7.31555,16.84124,40.68328,43.69296,17.56928,27.53317,47.33987,0
43.75892,12.37012,44.12255,37.27393,26.55856,6.57853,5.21726,17.81681,32.16527,0
15.44422,23.59721,39.05203,16.03648,12.31627,42.92786,11.19259,1.45043,18.05146,0
33.52472,14.07856,35.36061,38.00120,44.89882,14.52301,18.04167,30.27780,37.32616,0
17.59511,30.61608,44.72708,20.76298,12.81353,3.94338,17.52722,1.41287,2.29478,0
2.69675,32.01712,3.83941,35.42164,7.56447,29.63335,41.14336,42.48717,47.56931,0
4.16838,18.76022,47.24682,0.54202,38.31600,32.38602,15.95532,5.64836,9.07772,0
6.08147,8.35792,26.24231,30.25107,16.67962,3.41716,18.57777,13.61573,38.45723,0
12.41422,40.48953,11.20984,6.11075,27.55949,5.25739,44.16631,11.12847,18.26347,0
21.78165,25.84802,33.31517,2.48669,1.38757,46.75489,2.26072,35.65976,24.41210,0
49.57415,3.11635,0.31617,44.27123,7.21267,45.81986,12.59230,21.83001,46.94498,0
7.20707,43.45146,35.58212,34.46200,18.88909,35.53505,4.66332,6.26436,10.19852,0
4.65428,48.85842,17.40628,24.93812,5.67314,17.44652,17.33444,27.71113,9.18275,0
40.53295,41.71170,20.32460,31.82783,0.11114,5.02634,41.00154,11.62601,22.20080,0
22.05539,18.53598,0.92391,32.22986,11.34725,31.56160,4.06780,10.32324,14.89088,0
46.85282,4.54267,13.46139,25.93172,15.17180,26.41145,37.01424,32.66918,8.47579,0
35.35864,40.77538,40.10561,26.61132,28.94188,41.06298,27.30276,47.01404,18.83163,0
29.81575,39.24562,38.05871,24.05962,18.11505,43.32454,2.22715,12.02851,0.99085,0
6.89213,18.29831,36.15924,41.13705,13.82240,26.86277,41.52803,34.89394,32.54450,0
10.89801,0.51815,28.89630,32.99860,30.04132,19.26552,24.14328,29.19092,12.26716,0
3.32068,40.15624,8.96605,48.79297,42.12891,17.56504,31.01228,14.93522,5.01632,0
25.08376,29.23568,34.62552,5.20132,48.43957,29.89888,18.36251,2.01346,44.14883,0
14.25873,37.02297,11.42583,42.19440,42.60492,49.05677,2.18522,16.61021,4.64408,0
46.15864,28.13787,9.25138,43.80326,38.42960,12.93848,7.16823,22.11843,47.00680,0
42.22854,32.02449,33.34537,23.47936,33.00727,8.47004,34.85094,13.51667,35.41524,0
9.80016,1.28975,25.73531,4.33213,15.59716,41.45590,26.09067,12.47643,0.19261,0
17.86935,42.43730,24.99450,7.10172,32.61119,45.27372,49.10751,40.81817,14.88445,0
33.14857,35.98658,32.90431,46.64655,37.46699,49.63231,3.46576,27.51927,49.54859,0
33.13529,9.13734,3.19271,18.06827,10.81644,49.64389,12.96409,13.24977,4.02725,0
48.57218,28.71545,24.12579,38.08641,35.99964,34.48305,39.88989,24.42736,19.24699,0
42.16589,33.06252,26.57320,41.38471,38.77544,32.90378,35.10967,44.42174,2.16490,0
36.97395,4.38820,6.81991,35.54315,21.41709,21.86807,31.79116,4.09590,8.13199,0
41.78125,20.31527,14.13628,16.56184,2.81258,16.26600,10.67412,16.46048,5.36138,0
30.26435,24.81967,3.00572,44.99843,17.56013,3.46662,32.72676,41.88887,25.19171,0
39.19065,15.72878,42.33687,14.77710,8.15449,34.24352,25.53447,15.75106,1.29104,0
47.18253,16.60828,32.22153,13.89020,38.79661,40.56437,13.63961,17.53394,30.27702,0
13.96489,24.58057,18.04404,37.37974,4.31798,16.48366,23.21871,27.17876,1.84553,0
46.04347,39.41898,4.74784,13.47378,5.41548,36.71275,24.65975,1.49711,38.02286,0
20.07978,7.68288,19.27262,45.17803,40.62077,28.60485,3.47913,4.84617,29.48266,0
36.62372,10.42420,43.74260,30.35321,14.68303,43.31591,16.94774,30.97491,44.01165,0
1.48068,39.41568,18.95328,17.00477,13.59723,8.58426,31.49412,3.84983,24.39841,0
6.72271,35.99214,7.12308,17.16504,40.49962,36.40041,5.67604,19.63635,19.19035,0
44.82532,17.22679,9.24041,6.17076,20.52782,19.07982,33.14762,33.25379,27.47918,0
10.72444,33.49335,27.38671,8.40464,13.71935,38.49137,16.14879,26.69199,27.80366,0
29.11590,13.80322,24.32644,48.94518,3.33833,15.54859,15.56719,35.39037,17.19956,0
5.13253,23.62389,9.16996,40.50701,9.72387,34.66200,36.32134,36.67700,8.15586,0
39.99651,34.85466,31.44369,46.96984,25.90870,35.33922,11.41816,48.32142,36.91333,0
2.75264,0.62241,49.05329,32.70914,7.04854,9.11861,20.25416,17.65272,31.69101,0
37.18721,28.81059,26.42871,47.55862,32.81627,11.20724,32.69909,26.21130,13.75047,0
37.34550,26.41413,12.07835,23.11443,31.20323,49.59230,24.20444,11.32059,16.38762,0
18.79281,47.70440,40.70170,45.47989,3.70687,23.75942,32.06884,6.86163,47.24707,0
10.84053,45.89046,30.15740,17.72640,49.31133,4.90652,25.29267,37.44823,11.95211,0
38.32152,0.71748,5.40456,5.49726,10.94188,10.12452,33.15953,12.39576,15.78577,0
15.79224,42.86848,40.91654,8.14789,17.88940,9.82361,22.46658,38.37927,39.58379,0
4.09047,38.10597,46.43663,28.18163,1.23969,49.84683,34.41005,18.88480,9.82037,0
37.15583,39.12902,39.15105,7.85319,1.78920,42.95499,22.00004,49.07049,7.25440,0
26.90727,1.20737,30.87527,2.66500,10.65756,49.01701,4.96405,24.10330,3.46655,0
43.88982,35.01755,3.87649,22.01141,28.77475,30.38090,36.57702,35.87054,2.61065,0
37.80789,39.02755,33.98460,35.11118,47.50320,15.19758,29.52976,18.16229,37.10235,0
9.27484,27.70064,29.97674,24.46274,44.34446,27.71305,1.96938,20.24664,48.26625,0
33.50850,44.64337,39.06696,22.17524,12.35502,44.39228,20.09283,11.27972,20.58521,0
6.97188,7.09649,16.33146,35.56849,16.91534,15.75256,14.29858,22.25592,37.00921,0
5.33341,44.54681,10.70285,31.88445,3.29802,12.83540,42.38806,13.28563,36.20374,0
6.31143,27.76900,9.51913,20.40035,46.60347,12.50525,18.71719,19.31391,23.12015,0
37.86263,33.87093,1.54944,12.93597,44.80222,37.13260,16.33695,2.78866,19.35262,0
25.94312,29.38142,10.05637,36.94608,24.41753,2.81625,28.58472,32.70765,9.11509,0
41.26030,43.67227,39.98209,2.37251,46.86737,35.13802,8.52636,11.56517,26.14841,0
41.27527,25.99683,22.11139,41.20202,27.86776,26.71607,32.74017,6.00532,40.32730,0
2.84455,35.34498,49.83647,45.54346,43.20596,10.63643,20.07857,46.03622,33.62538,0
4.88006,48.90688,48.40788,13.23148,40.13682,38.50714,41.09159,13.67414,26.18548,0
5.73331,4.78770,26.89969,32.44318,18.90661,33.06489,30.21510,9.28757,47.41266,0
14.01522,16.24962,22.67662,27.86471,33.06607,47.40303,16.74272,9.90165,4.47974,0
33.32004,10.39008,24.74617,10.73776,43.99060,17.55455,21.97662,2.78282,43.12879,0
26.92092,37.00890,25.13942,6.13069,31.59467,23.30731,21.22416,43.50790,37.36814,0
49.44667,21.61499,35.46394,25.83072,32.56239,1.05923,34.73831,10.83379,44.38975,0
32.18308,44.61998,19.07246,18.94208,29.90495,29.69975,23.85316,17.02494,44.18107,0
14.64989,30.39625,33.86105,9.89629,26.18867,40.82372,45.44675,11.80128,36.29540,0
43.08954,39.52562,3.45813,44.42550,7.33477,19.61541,4.22608,11.46672,5.14907,0
7.59627,34.47820,46.63958,28.87808,31.51428,3.92991,48.26461,28.93130,14.05109,0
13.35811,35.90449,16.33620,43.68230,45.54550,28.59263,34.94267,18.22211,12.93228,0
39.99193,43.50420,11.44040,39.17649,32.47408,35.98716,27.94030,48.51780,2.39461,0
8.12638,46.18317,5.73756,12.34555,40.72136,7.47771,45.10600,8.69848,15.23325,0
23.98771,48.41446,22.02040,41.69011,25.69276,34.34495,23.54908,48.44554,30.54798,0
12.13484,9.65479,23.24259,37.49559,27.86672,22.46609,41.60175,32.11704,24.13127,0
29.54877,21.61304,27.91791,25.41858,40.90547,33.36113,8.20205,21.31599,35.12702,0
6.94799,6.31141,12.35073,9.45610,29.04190,1.60590,37.08879,33.84988,22.43511,0
23.85157,23.37837,24.79558,19.66695,11.25044,5.33959,25.41457,35.70155,20.35434,0
14.89364,22.68991,13.63629,48.09970,15.50221,19.62429,24.32145,22.46588,26.29985,0
12.48236,30.04801,46.65370,26.73972,43.15553,35.07792,44.68261,38.08577,29.82472,0
11.65070,14.01113,28.50618,18.37892,25.17631,18.85494,40.54367,45.00006,49.83582,0
38.94916,14.66228,49.61609,44.93000,29.92041,21.94381,20.65252,4.33576,3.44704,0
8.58356,27.98529,38.71380,8.80494,3.44287,0.11508,16.09061,3.18695,0.77635,0
44.13827,9.75974,0.61979,19.20171,41.12127,24.47928,22.97802,20.70518,26.53040,0
23.72925,16.35637,24.07268,11.63470,30.77631,26.60080,2.50007,9.79420,2.95878,0
25.03853,43.79468,2.91100,0.15997,37.67977,20.07764,15.41109,1.85751,43.48401,0
9.25291,27.06694,2.92947,9.85789,29.62177,43.03928,19.45405,26.06052,17.56985,0
7.35616,15.96623,2.28712,41.29580,38.85870,41.50086,1.30078,6.32023,28.50852,0
5.52035,32.40471,34.91176,35.37892,44.46935,9.17596,3.96692,48.31690,49.80231,0
15.74632,3.08117,28.25696,25.84463,37.11891,33.05441,9.17134,49.08628,31.39093,0
22.98409,5.90418,0.58915,13.93474,26.79786,23.33961,44.39939,11.21559,38.18047,0
15.60954,6.15161,5.52050,21.29760,1.79485,11.16245,46.18987,18.37671,28.49709,0
1.20487,16.84675,28.99948,1.26362,49.51992,22.07063,26.37548,6.06472,4.01573,0
7.22769,42.07612,17.26966,41.19734,48.64030,34.89489,19.36596,22.11767,24.68036,0
24.00688,18.77525,25.59698,48.91488,21.30851,46.96913,37.73972,17.57862,23.30214,0
7.88428,15.53141,38.90997,34.08581,3.62302,23.50707,39.51277,7.52117,32.46141,0
40.24948,6.61873,5.69999,13.62888,3.54539,43.75181,46.26423,45.64245,11.87981,0
4.73672,43.56884,9.15630,7.74413,17.88597,1.37085,5.24897,2.13864,47.94922,0
35.56073,13.07438,28.72826,22.15120,43.69013,0.44046,33.34320,12.91918,10.48540,0
15.03970,47.28190,30.40881,28.82036,32.85469,27.97770,13.87183,7.82895,1.68246,0
30.94622,24.16797,6.95971,28.47156,17.85251,8.68772,35.05487,15.33091,14.69689,0
32.97852,48.19194,24.32625,34.51118,43.23926,36.50044,39.00534,5.88250,27.15474,0
45.59193,15.14334,18.84589,34.21174,22.49524,33.70272,6.93365,32.17103,39.49919,0
20.71866,36.60049,32.84810,48.10758,24.84289,45.89192,14.76825,29.78945,18.05403,0
33.70646,47.43114,41.10212,26.93797,32.26888,21.92037,38.79911,11.54219,14.99838,0
47.29432,39.77928,20.49526,36.57032,45.91527,43.67931,21.29022,19.57923,43.47905,0
18.70645,43.25486,39.20799,29.18819,29.53924,28.98348,1.71301,33.36213,31.03129,0
35.41392,10.55479,48.71934,36.06673,5.82285,4.45771,42.39557,3.43002,10.66524,0
10.14002,21.52681,31.69750,17.83036,14.15897,18.70210,20.30491,36.39613,7.35680,0
41.56957,36.18852,21.75834,14.70496,16.33537,44.85432,13.28895,17.48302,30.59270,0
22.48099,42.24637,24.01344,19.37688,6.00595,39.50387,1.83206,28.76397,22.84974,0
47.64816,41.39383,16.87305,28.47461,36.09300,37.75707,30.55076,40.04739,6.77297,0
31.09804,33.79637,40.64702,25.00414,7.97401,7.29677,35.08003,30.13775,42.40853,0
16.76365,23.37817,40.99695,46.93084,23.25666,47.17333,8.51350,41.91639,11.30175,0
5.99234,27.78837,37.09422,7.35589,39.35373,47.33795,1.77636,37.18676,10.61083,0
35.18305,39.12304,31.05535,33.01871,19.55285,33.56651,33.02536,33.96901,8.10114,0
38.31450,16.17619,0.05361,18.88803,5.98025,12.31974,3.41273,14.78138,16.77044,0
1.18638,48.54413,17.76262,40.70004,45.57858,4.02632,49.58380,48.29622,16.05923,0
15.78537,28.00550,5.05997,1.38903,22.82061,19.34228,35.73085,44.28436,24.83321,0
44.29679,29.61975,21.19139,3.59117,36.72878,4.60332,17.09742,16.83786,28.12179,0
37.69579,16.68743,43.13354,35.27625,27.74688,21.32700,36.91848,17.54237,46.75157,0
24.76889,29.57254,6.44687,15.14626,23.41986,11.65502,32.67354,27.74502,2.54510,0
3.06585,6.14751,40.86421,48.70248,18.39035,34.42293,40.73127,36.16431,41.50359,0
7.47919,25.22632,38.58392,24.09744,15.22832,46.85635,28.33338,19.86245,8.82725,0
11.33866,27.52978,2.17944,30.04308,43.38640,10.35163,45.12012,17.59359,36.02542,0
29.26077,33.56045,0.77412,0.47184,22.80673,20.62918,44.65894,0.91703,38.01530,0
4.26783,47.33914,0.78544,42.75368,22.96934,9.53521,28.48783,1.30473,17.46611,0
47.09422,5.85136,43.89968,7.18068,23.92226,16.54144,0.34304,14.80378,47.27425,0
5.13986,7.44068,48.85910,45.66149,26.00679,13.15235,49.45898,25.69565,13.66579,0
16.81642,49.75857,8.42815,48.70393,11.57726,49.12408,1.76018,36.43557,17.41806,0
35.70433,23.87258,48.45093,30.24126,2.02798,35.12723,21.10077,40.50603,34.03993,0
14.44848,31.87267,43.22761,20.97697,48.69481,24.68710,10.73348,36.59581,42.04034,0
39.90780,40.99659,14.31713,19.72307,27.37115,34.48693,29.00924,13.68721,33.15946,0
20.96269,43.92438,1.82159,5.07674,46.25747,42.11972,25.38916,11.96060,42.91061,0
36.78298,3.28788,19.68802,48.92518,47.10345,49.18635,26.30734,1.53715,45.19318,0
9.46054,35.37944,25.08922,20.25154,23.79546,22.94866,17.75417,23.38227,8.29237,0
10.36943,22.10003,26.26213,38.76072,27.31564,13.03948,34.83259,1.00310,18.43584,0
2.71242,4.19296,21.84510,39.18747,37.49745,4.49045,16.76462,48.66431,13.85914,0
3.13115,22.33395,30.88697,5.70954,19.05052,4.47135,34.48720,42.45592,28.04107,0
36.90218,0.23603,46.96866,4.27827,48.08096,16.48063,41.14615,48.26611,6.68072,0
23.03777,12.27727,2.05956,42.44533,41.97164,48.41174,39.05427,7.43699,48.62596,0
42.13524,1.19949,41.51719,12.07231,46.24775,34.28640,4.66518,31.34476,41.11708,0
13.47067,9.43987,25.69123,6.28066,6.73600,13.06611,7.98294,27.78561,30.68088,0
11.11033,5.06242,49.88146,17.46720,39.93509,8.11061,38.39282,7.00156,5.32390,0
27.38501,18.35680,37.88509,27.71344,4.82758,13.51083,28.04252,36.38594,26.93205,0
35.96351,10.92030,30.30241,9.12561,31.95389,43.41143,27.20881,45.97677,21.31086,0
48.37123,28.38502,33.20187,28.89424,48.99005,8.82506,26.81387,6.75188,34.36255,0
24.20165,16.76567,3.80193,18.78180,25.59520,14.34016,22.46341,31.24341,29.85775,0
21.55646,38.44333,19.07185,35.23352,17.40537,17.34076,43.82339,6.05024,36.06190,0
11.51376,0.95617,17.74822,36.29024,35.79144,45.05870,33.23640,3.00357,12.23236,0
25.85349,28.70452,0.38740,40.71671,23.50110,34.33758,34.03556,13.08870,28.66178,0
43.35922,27.91984,9.16477,29.44416,12.88123,40.56948,21.91825,21.87471,8.69348,0
45.44944,6.19839,39.71373,49.12159,13.62322,9.24615,45.57315,22.19959,3.89210,0
19.79161,19.87849,21.63806,42.08691,31.61961,16.25053,28.84244,45.96119,34.72156,biff
16.11587,35.11822,4.77627,31.43953,30.73144,18.18320,37.29078,21.10874,2.80422,0
30.99851,47.93346,33.26839,25.19680,24.72207,40.98996,16.12668,5.60282,37.00148,0
27.36935,2.12610,17.77033,33.12639,27.36287,24.12857,19.91929,24.12602,29.49485,0
28.21898,47.94590,37.51848,17.95070,18.49990,35.36876,45.54593,43.42936,25.78548,0
22.90287,49.39226,12.07309,3.50386,32.79770,38.90973,0.89607,46.65309,1.04837,0
15.70920,43.81357,44.11967,30.94920,19.56110,48.74607,26.74000,13.71461,24.75116,0
30.53535,12.90349,41.11974,23.74491,26.94598,45.18413,41.64471,27.69574,33.31922,0
16.54844,36.76938,26.91313,49.34058,45.27057,41.73369,40.68496,13.87317,33.83863,0
45.31256,37.63581,21.14341,7.14998,0.80044,27.86274,45.04252,10.42409,38.56725,0
43.99320,42.97278,48.87346,13.01916,34.00424,26.90623,12.85041,45.17829,27.47152,0
17.45922,49.42303,17.01916,21.65485,1.75349,47.67569,1.96339,34.13799,46.67939,0
46.27324,40.22250,28.39257,13.97962,15.99572,0.26070,23.59441,23.13808,32.97849,0
49.09390,8.47487,26.81133,39.76625,0.91915,17.66145,23.08241,34.47079,25.85619,0
5.87254,39.02867,49.06568,17.96472,40.32792,1.03013,34.17375,14.37984,23.09122,0
24.94172,23.98871,13.13399,20.13644,28.66169,24.73878,43.19366,15.55251,36.43485,0
46.83291,46.21166,47.10428,10.46221,10.24488,21.35744,18.56712,26.04793,33.55452,0
5.43981,23.02421,25.16083,10.51719,3.37055,13.90523,29.83279,25.35857,1.98654,0
27.58592,30.26192,15.44396,39.61463,28.51933,24.53178,23.59441,24.49160,14.01370,0
48.05389,8.22219,26.83961,2.88102,21.85613,27.25420,44.02699,42.89434,41.69356,0
10.50953,35.49601,23.25092,44.77889,21.75371,18.37463,11.81530,49.12779,8.70590,0
3.00720,42.65551,28.59527,10.56466,2.03052,10.58282,21.44465,31.91551,48.80799,0
47.19455,36.32019,8.13462,30.89879,21.39679,40.43793,29.21265,35.59471,49.21486,0
36.61690,0.46679,40.29984,32.89995,11.56495,2.24485,10.45982,17.71620,43.42379,0
24.34023,29.95053,21.47733,7.44159,36.95075,24.52829,17.41785,19.76091,22.96612,0
44.17081,0.40947,2.95962,48.40488,9.73752,11.63947,22.35731,46.94206,4.79389,0
34.27358,49.94849,27.49988,16.39754,22.90167,43.12192,49.35884,46.11807,19.41867,0
1.80260,27.03312,49.63866,37.42963,21.10013,30.65405,26.49969,45.57118,41.04044,0
20.18814,31.78775,45.89046,17.86228,12.08475,47.28484,24.47526,22.93974,14.79688,0
49.89492,44.62810,47.78234,49.58164,5.03554,48.02380,18.98736,9.95805,12.80356,0
46.44769,43.90180,14.73388,15.47788,36.21118,13.85478,3.60966,49.37688,30.31430,0
23.45522,0.53346,14.83660,16.68928,31.14505,31.63762,17.64846,39.32409,29.33105,0
25.16619,29.74583,9.06761,48.57447,40.99887,34.90220,29.38993,14.61484,39.64725,0
38.90974,34.10272,45.15359,14.46372,15.39358,1.60491,18.47488,29.46428,21.52896,0
15.19413,4.85804,21.20555,9.09417,37.98219,48.54894,3.10257,34.12716,2.91533,0
0.82801,1.44274,19.09276,17.16275,43.09899,12.27278,27.38602,49.32637,14.32192,0
0.18336,41.08427,1.24109,5.93224,19.75987,15.38065,5.87114,21.52227,38.21164,0
39.79196,15.32989,21.26594,41.97079,32.06851,12.70251,33.59939,10.05819,38.49666,0
44.13414,13.81168,21.87813,41.52267,30.59310,9.41294,31.91036,26.97953,40.68064,0
36.94431,25.04485,2.18180,8.87715,5.53414,0.85483,34.49451,47.69142,25.00930,0
31.30730,14.98670,18.52006,18.19132,34.72236,7.42016,46.10981,8.30300,14.07570,0
4.78002,46.67896,38.92573,39.06159,6.56682,4.92475,10.98959,18.58789,48.34609,0
37.59563,48.44036,7.36300,28.27065,45.87030,23.75652,26.21973,14.09190,13.98554,0
44.46347,18.54000,29.85360,39.28428,18.91686,46.02554,16.52462,11.24179,45.45963,0
4.95964,38.07801,25.53169,7.50891,3.13217,35.25352,43.28870,25.41109,20.41090,0
17.89058,2.03802,37.38723,17.84601,43.91231,25.78305,38.77820,20.62621,3.37756,0
44.28004,1.35129,26.50464,49.59780,49.92551,34.06725,16.05521,6.30538,26.42257,0
25.60285,16.42115,47.53832,20.68923,43.41506,26.97095,35.96289,22.91459,17.78128,0
42.31539,43.03660,31.91026,43.98820,36.35983,9.79963,34.05407,37.23793,44.23505,0
11.91657,17.13166,43.31818,44.49445,32.75325,48.00103,32.75501,7.68924,28.95550,0
33.34915,14.47433,29.78987,7.93394,25.77012,25.81705,7.82914,42.88538,49.59868,0
20.38232,16.79223,10.13818,17.65909,49.88302,41.59476,2.36015,31.82639,19.30501,0
20.56276,2.34066,1.90293,17.01517,14.08805,31.17933,7.14537,10.72009,7.62280,0
20.29410,5.25138,10.92691,48.38594,8.16176,5.42338,21.46038,0.21975,30.71856,0
46.28611,46.74635,22.74321,25.32655,4.76713,32.76124,29.33560,39.29703,23.14963,0
37.23359,27.31566,40.33633,16.66720,40.08199,34.15918,28.01683,34.35645,46.65099,0
38.56304,9.78757,41.34371,26.09468,20.40791,16.49499,21.37565,22.29882,25.48746,0
23.51521,6.56000,16.15428,29.14584,45.70597,1.16359,5.74274,1.39489,22.99997,0
36.87756,44.30349,28.92731,8.62369,10.29690,48.69708,24.22334,16.79773,11.79577,0
25.81571,2.85551,42.79768,25.38789,36.98611,28.96590,4.18374,49.21482,28.58748,boh
33.29022,36.51848,8.27910,20.17202,2.87192,23.49588,33.55204,18.31115,7.54780,0
33.94290,18.65411,14.34717,22.25671,14.45603,9.18679,8.88911,28.25886,44.82944,0
36.43086,33.97576,5.74942,15.92756,49.68780,22.05664,45.31129,41.46143,15.43794,0
16.47986,32.83391,31.66817,12.60642,14.91485,11.55939,45.46601,2.27030,48.81948,0
0.68832,12.64550,38.64694,16.20610,15.49444,14.57430,3.76105,21.58885,17.26611,0
21.53709,4.46467,24.81544,5.93873,46.36405,10.64326,40.57839,26.48393,11.22532,0
35.98545,25.07757,22.56092,32.91569,31.35552,27.33119,48.00742,5.56030,41.49424,0
2.37102,12.19189,15.05332,36.69035,46.34141,4.19918,13.93280,14.04161,46.07649,0
26.20405,24.46075,29.63505,45.49316,25.21152,34.95489,46.02143,45.40838,39.60998,0
45.78034,22.13728,9.80675,11.21405,2.10819,44.16636,29.20367,10.19180,20.00319,0
36.25455,26.00839,46.44644,42.39501,35.84652,13.73893,36.36738,37.21877,7.54051,0
44.27994,14.25761,27.53253,33.95920,47.38072,9.45297,5.27481,38.90911,13.68423,0
42.90687,17.26551,45.52331,8.02147,27.82565,29.69218,34.96667,38.32849,48.97180,0
32.48008,44.60812,2.71558,19.87731,24.83484,46.64304,19.18313,24.50283,40.59603,0
23.18401,41.50140,29.77361,42.66381,22.61482,48.02973,45.24265,26.53927,23.14618,0
47.58592,27.10762,28.34538,49.75759,33.24440,46.58850,1.08599,15.11440,30.57524,0
27.53199,12.12409,34.45610,24.31919,42.52853,41.35955,22.90693,17.58497,17.02926,0
25.91383,35.62463,36.07290,36.61260,2.42362,13.85956,42.11176,30.53184,40.65115,0
40.26323,22.48916,9.40514,28.53200,2.63624,7.05308,32.55695,40.42558,16.00437,0
29.91928,35.24945,30.79881,44.91800,37.28355,1.60504,43.28848,34.25360,39.27232,0
11.86159,22.55279,32.86527,16.34437,5.05209,29.59750,18.39112,49.28672,6.69045,0
11.15838,19.23486,34.87697,40.59555,22.70856,3.86947,49.38637,2.06095,34.22316,0
10.27284,38.14093,43.82083,49.76600,26.38961,35.60975,32.51630,17.80247,46.14161,0
23.80453,29.24302,34.16617,11.25082,6.02108,26.96595,40.39422,6.72510,0.44567,0
23.97285,29.47362,18.98736,10.14851,42.38515,47.90828,39.83582,1.57049,35.09925,0
0.76235,24.21361,9.27319,20.63140,14.84484,34.91722,37.48171,1.57997,46.80976,0
46.49243,23.10250,5.39813,8.24055,9.95384,37.57846,30.91411,21.90740,41.73696,0
47.44928,2.72624,5.53788,12.23712,30.29391,34.77490,38.50769,10.56146,0.72905,0
12.90088,13.22626,14.66147,5.92410,42.18989,6.79688,37.21765,2.82184,1.38222,0
1.76007,31.05873,10.29239,27.26734,14.93195,5.22135,0.53669,30.23031,6.16871,0
28.20308,13.40148,25.79567,43.99435,42.99818,43.89596,26.29170,4.65550,7.04459,0
6.80827,47.52634,48.48858,5.48468,34.94430,18.14145,0.48649,14.08455,48.11458,0
